Assign Equipment ID,PO Numbers:,Booking Number,Shipment Load Type,Invoice Number,BL / Waybill #,Select Carrier,Updated Transload Location (US Only),Estimated Departure Date,Equipment # Type,Seal Number,CTN QTY,UNITS
JV4206,3000036125,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036169,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036194,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036249,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036279,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036306,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036359,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036373,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036428,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000058061,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036442,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036457,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036468,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036477,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036489,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036529,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036543,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036583,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036615,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036626,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036634,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036639,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036655,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036666,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036677,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036685,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000036695,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000037413,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000037427,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000037433,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
JV4206,3000037441,NA,"CFS: LCL, consolidator lod",891,1670255274,DHL,,"November 3, 2023","Air, Unknown Size",000,1,1
